Feature,CSM5MCX3,HSM7J4HS,PSM7J1AU,HSM6XRTM,MSM6J2LL,MSM6J2Q3,CSM67UBH,ESM5MEBG
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Orbales;f_Orbaceae;g_Gilliamella;s_Unclassified Gilliamella,0,0,0,0,0,0,28,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Coprobacter;s_Unclassified Coprobacter,14,0,0,0,0,0,22,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Bambusa;s_Unclassified Bambusa,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Negativibacillus;s_Unclassified Negativibacillus,146,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. An196,7,5,0,74,6,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Paraprevotella;s_Unclassified Paraprevotella,14703,47,10,4,16,11463,34,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Hungatella;s_Hungatella sp. L12,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Alteromonas;s_Unclassified Alteromonas,0,0,0,0,0,8,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnotalea;s_Lachnotalea sp. AF33-28,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Mediterranea;s_Unclassified Mediterranea,14,0,0,0,0,0,16,0
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium nucleatum,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruthenibacterium;s_Ruthenibacterium lactatiformans,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. HGF2,0,0,0,0,0,0,0,0
k_Eukaryota;p_Nematoda;c_Chromadorea;o_Rhabditida;f_Onchocerca (no family in NCBI);g_Onchocerca;s_Onchocerca flexuosa,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia timonensis,1228,8,0,307,0,12,0,38
k_Bacteria;p_Actinobacteria;c_Coriobacteriia;o_Eggerthellales;f_Eggerthellaceae;g_Gordonibacter;s_Gordonibacter urolithinfaciens,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. HMSC073E02,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides nordii,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Triticum;s_Unclassified Triticum,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Heliobacteriaceae;g_Heliobacterium;s_Unclassified Heliobacterium,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Tissierellaceae;g_Unclassified Tissierellaceae;s_Unclassified Tissierellaceae,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Zea;s_Zea mays,0,0,0,0,2,2,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Oryza;s_Oryza sativa,0,0,0,0,443,1084,22,2
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderiaceae bacterium (no genus in NCBI);s_Burkholderiaceae bacterium,0,0,0,0,0,0,0,4
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salyersiae,5429,21,0,50,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Solanales;f_Solanaceae;g_Capsicum;s_Unclassified Capsicum,0,10,2,0,229,8,4,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Brachypodium;s_Brachypodium distachyon,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Intestinibacter;s_Intestinibacter bartlettii,26,2,2,3023,16,110,36,11345
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides pacaensis,0,0,0,0,0,6,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Haemophilus;s_Haemophilus haemolyticus,14,0,0,10,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Unclassified Bacteroidia;f_Unclassified Bacteroidia;g_Unclassified Bacteroidia;s_Unclassified Bacteroidia,1095,1037,518,32,0,20,122,0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum sp.,108,0,0,0,0,0,0,0
k_Archaea;p_Euryarchaeota;c_Methanobacteria;o_Methanobacteriales;f_Unclassified Methanobacteriales;g_Unclassified Methanobacteriales;s_Unclassified Methanobacteriales,455,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Unclassified Magnoliopsida;f_Unclassified Magnoliopsida;g_Unclassified Magnoliopsida;s_Unclassified Magnoliopsida,78,130,546,160,961,72,1323,8
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AF27-2AA,1631,36,162,1631,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Unclassified Prevotellaceae;s_Unclassified Prevotellaceae,2693,24,2,0,6,104,68069,598
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium 52_15 (no family in NCBI);g_Clostridiales bacterium 52_15 (no genus in NCBI);s_Clostridiales bacterium 52_15,373,0,0,64,0,0,0,8
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium VE202-13 (no family in NCBI);g_Clostridiales bacterium VE202-13 (no genus in NCBI);s_Clostridiales bacterium VE202-13,10,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_Unclassified Tyzzerella,0,50,0,0,0,0,26,18
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides intestinalis,57,287,72,64,2,6,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Fabales;f_Fabaceae;g_Mucuna;s_Unclassified Mucuna,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Unclassified Poales;g_Unclassified Poales;s_Unclassified Poales,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia intestinalis,18766,92,607,3562,857,34,538,404
k_Viruses;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;g_Microviridae sp. (no genus in NCBI);s_Microviridae sp.,0,0,0,14,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia caecimuris,0,0,0,0,0,0,8,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia faecis,96,484,0,72,44,36,6,71
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Aggregatibacter;s_Aggregatibacter aphrophilus,17,0,3,22,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Malus;s_Malus baccata,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Protoclostridium (no order in NCBI);f_Candidatus Protoclostridium (no family in NCBI);g_Candidatus Protoclostridium;s_Unclassified Candidatus Protoclostridium,0,0,0,0,0,0,0,0
k_Bacteria;p_Lentisphaerae;c_Lentisphaeria;o_Victivallales;f_Victivallaceae;g_Victivallis;s_Unclassified Victivallis,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Alismatales;f_Hydrocharitaceae;g_Unclassified Hydrocharitaceae;s_Unclassified Hydrocharitaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Eggerthia;s_Unclassified Eggerthia,14,0,0,0,0,0,0,0
k_Eukaryota;p_Chordata;c_Squamata (no class in NCBI);o_Squamata;f_Unclassified Squamata;g_Unclassified Squamata;s_Unclassified Squamata,0,0,0,0,64,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Phocaeicola (no family in NCBI);g_Phocaeicola;s_Phocaeicola coprophilus,97,0,0,0,0,0,0,0
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium canifelinum,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes megaguti,0,0,0,0,0,0,92,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Unclassified Rosales;g_Unclassified Rosales;s_Unclassified Rosales,0,0,6,4,12,0,62,0
k_Eukaryota;p_Unclassified Eukaryota;c_Unclassified Eukaryota;o_Unclassified Eukaryota;f_Unclassified Eukaryota;g_Unclassified Eukaryota;s_Unclassified Eukaryota,0,0,0,0,0,0,18,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonadaceae bacterium (no genus in NCBI);s_Porphyromonadaceae bacterium,0,0,0,0,0,6,0,0
k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Unclassified Pedobacter,8,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia wexlerae,123,4852,23,880,137,493,22,116
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Unclassified Marinilabiliales;g_Unclassified Marinilabiliales;s_Unclassified Marinilabiliales,27,0,0,6,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Fusicatenibacter;s_Fusicatenibacter saccharivorans,40,46,14,884,128,42,0,62
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AF46-12NS,0,0,0,0,10,24,0,16
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Peptococcaceae bacterium (no genus in NCBI);s_Peptococcaceae bacterium,24,0,0,0,0,0,0,0
k_Bacteria;p_Candidatus Omnitrophica;c_Unclassified Candidatus Omnitrophica;o_Unclassified Candidatus Omnitrophica;f_Unclassified Candidatus Omnitrophica;g_Unclassified Candidatus Omnitrophica;s_Unclassified Candidatus Omnitrophica,0,0,0,0,0,4,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 14(A),0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Brassicales;f_Brassicaceae;g_Unclassified Brassicaceae;s_Unclassified Brassicaceae,0,0,0,0,0,0,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Unclassified Martellivirales;g_Unclassified Martellivirales;s_Unclassified Martellivirales,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia glucerasea,0,6,0,0,2,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides sp. ZJ-118,0,0,0,0,0,0,0,0
k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Unclassified Fusobacterium,0,0,0,0,0,0,0,4
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobulbaceae;g_Candidatus Electrothrix;s_Candidatus Electrothrix aarhusiensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Unclassified Pseudomonadales;g_Unclassified Pseudomonadales;s_Unclassified Pseudomonadales,0,0,0,2370,0,1744,9632,0
k_Eukaryota;p_Chordata;c_Phasianidae (no class in NCBI);o_Phasianidae (no order in NCBI);f_Phasianidae;g_Gallus;s_Gallus gallus,0,0,0,0,922,6,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Cannabaceae;g_Unclassified Cannabaceae;s_Unclassified Cannabaceae,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus acidophilus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium sp. 41_20,0,0,0,196,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella aerogenes,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. An138,132,0,0,88,6,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Faecalitalea;s_Unclassified Faecalitalea,0,2,0,44,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp.,8741,1507,2,4540,14,31,2,15247
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Poales;f_Poaceae;g_Setaria;s_Unclassified Setaria,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Acetivibrio;s_Unclassified Acetivibrio,57,66,6,19,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Ericales;f_Actinidiaceae;g_Actinidia;s_Unclassified Actinidia,0,8,0,28,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella;s_Veillonella dispar,0,0,0,14,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Unclassified Campylobacterales;g_Unclassified Campylobacterales;s_Unclassified Campylobacterales,18,0,0,0,0,110,0,126
k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia abortus,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. 1_1_14,0,0,0,0,0,0,24,65
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Candidatus Galacturonibacter;s_Candidatus Galacturonibacter soehngenii,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium beijerinckii,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Unclassified Barnesiella,12807,84,28,32,0,40,0,0
k_Viruses;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Virgaviridae;g_Tobamovirus;s_Unclassified Tobamovirus,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides johnsonii,88,0,0,9,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. AF39-11AC,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Prunus;s_Unclassified Prunus,0,0,36,0,0,0,18,0
k_Viruses;p_Kitrinoviricota;c_Tolucaviricetes;o_Tolivirales;f_Unclassified Tolivirales;g_Unclassified Tolivirales;s_Unclassified Tolivirales,0,0,0,0,0,168,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Morganella;s_Morganella morganii,6,1039,14,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lawsonibacter (no family in NCBI);g_Lawsonibacter;s_Unclassified Lawsonibacter,0,0,0,0,2,117,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter valericigenes,0,0,0,42,0,0,0,0
k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Unclassified Tissierellales;g_Unclassified Tissierellales;s_Unclassified Tissierellales,12,0,0,6,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Unclassified Serratia,0,0,0,0,0,0,14,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Flintibacter (no family in NCBI);g_Flintibacter;s_Unclassified Flintibacter,2,0,0,104,0,14,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium edouardi,0,0,0,0,0,0,0,12
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Unclassified Bacilli;f_Unclassified Bacilli;g_Unclassified Bacilli;s_Unclassified Bacilli,585,0,0,96,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Unclassified Ruminococcus,8710,9395,189,3038,494,6830,32,148
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales bacterium KLE1615 (no family in NCBI);g_Clostridiales bacterium KLE1615 (no genus in NCBI);s_Clostridiales bacterium KLE1615,4,0,2,16,0,0,0,724
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella sp. ICM33,0,0,0,0,0,0,12,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Unclassified Bacteroides,299229,314532,143170,1211933,1136,500700,281877,744610
k_Eukaryota;p_Chordata;c_Muridae (no class in NCBI);o_Muridae (no order in NCBI);f_Muridae;g_Rattus;s_Unclassified Rattus,0,0,0,0,23,0,0,0
k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Unclassified Rhodobacterales;g_Unclassified Rhodobacterales;s_Unclassified Rhodobacterales,0,0,0,0,0,0,0,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Pandanales;f_Unclassified Pandanales;g_Unclassified Pandanales;s_Unclassified Pandanales,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium sp. DSM 109959,0,0,0,0,0,0,0,188
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiales bacterium (no family in NCBI);g_Burkholderiales bacterium (no genus in NCBI);s_Burkholderiales bacterium,0,152,128,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter ureolyticus,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Frisingicoccus;s_Unclassified Frisingicoccus,0,0,0,0,0,0,0,0
k_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmatales bacterium (no family in NCBI);g_Acholeplasmatales bacterium (no genus in NCBI);s_Acholeplasmatales bacterium,4,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Acidaminococcus;s_Acidaminococcus sp. BV3L6,0,0,0,0,0,0,14,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia sp. 831b,16,0,0,17,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Candidatus Timburyella (no order in NCBI);f_Candidatus Timburyella (no family in NCBI);g_Candidatus Timburyella;s_Candidatus Timburyella stercoris,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp. 1-3,30,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides stercoris,127631,56469,2859,54404,156,76769,1235,662
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii,528165,2712733,38939,2049781,22788,27230,77,857896
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella michiganensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Sanguibacteroides;s_Sanguibacteroides justesenii,0,296,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Succiniclasticum;s_Succiniclasticum ruminis,0,0,0,132,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiales bacterium 1_1_47 (no family in NCBI);g_Burkholderiales bacterium 1_1_47 (no genus in NCBI);s_Burkholderiales bacterium 1_1_47,440,20562,305,34854,0,0,0,0
k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Turicibacter;s_Turicibacter sp. H121,6,0,0,24,0,0,0,0
k_Eukaryota;p_Chordata;c_Passeriformes (no class in NCBI);o_Passeriformes;f_Pipridae;g_Unclassified Pipridae;s_Unclassified Pipridae,0,4,0,0,60,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella sp. P3-122,0,0,0,0,0,0,0,46
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira pectinoschiza,40,0,0,75,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Flavonifractor sp. An10,0,0,0,6,144,26,28,28
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Unclassified Roseburia,125990,4103,23697,21673,2630,3477,1011,3850
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. Marseille-P7770,0,0,0,0,0,0,0,2
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides sp. AF39-10AC,0,0,0,0,0,0,0,18
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pectobacteriaceae;g_Sodalis;s_Unclassified Sodalis,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lacrimispora;s_Lacrimispora celerecrescens,0,10,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter portucalensis,0,0,0,0,0,0,0,0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Unclassified Vibrio,0,0,0,0,0,0,6,0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Acidaminococcales;f_Acidaminococcaceae;g_Phascolarctobacterium;s_Phascolarctobacterium succinatutens,390,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus flavefaciens,17,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides stercorirosoris,0,0,0,0,0,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes dispar,0,0,0,0,0,0,0,0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lacrimispora;s_Lacrimispora saccharolytica,0,0,0,0,0,0,0,0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium adolescentis,10,3505,0,51,10,0,0,0
k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_Unclassified Muribaculaceae;s_Unclassified Muribaculaceae,1025,22,6,2,0,42,22,0
k_Eukaryota;p_Streptophyta;c_Magnoliopsida;o_Caryophyllales;f_Caryophyllaceae;g_Unclassified Caryophyllaceae;s_Unclassified Caryophyllaceae,0,0,0,0,0,0,0,0
